return_id,transaction_id,sku_id,customer_id,return_date,units_returned,return_reason,return_value,restockable,handling_cost
RET0018329,TXN00352963,SKU00219,CUST0187,2026-05-20,1,Wrong Part,113.72,0,4.53
RET0018330,TXN00386071,SKU00245,CUST0051,2023-09-18,2,Overstock,434.52,1,10.27
RET0018331,TXN00215130,SKU00127,CUST0049,2024-09-24,3,Defective,142.47,0,11.41
RET0018332,TXN00298267,SKU00184,CUST0035,2024-11-03,3,Wrong Part,1453.08,0,4.61
RET0018333,TXN00614696,SKU00421,CUST0043,2024-05-24,1,Wrong Part,24.46,1,3.87
RET0018334,TXN00214101,SKU00127,CUST0077,2024-01-31,1,Overstock,47.49,1,4.12
RET0018335,TXN00401467,SKU00256,CUST0048,2023-07-13,2,Defective,373.2,0,5.39
RET0018336,TXN00251848,SKU00156,CUST0192,2025-09-16,2,Overstock,623.88,1,10.89
RET0018337,TXN00536943,SKU00367,CUST0085,2025-07-06,1,Overstock,15.16,1,5.93
RET0018338,TXN00231049,SKU00141,CUST0159,2023-08-15,1,Overstock,344.6,1,2.93
RET0018339,TXN00328351,SKU00203,CUST0115,2024-09-18,2,Overstock,491.7,1,8.79
RET0018340,TXN00625949,SKU00429,CUST0151,2024-06-20,1,Overstock,154.39,1,4.78
RET0018341,TXN00408119,SKU00261,CUST0172,2024-02-07,3,Overstock,199.71,1,13.02
RET0018342,TXN00579734,SKU00392,CUST0110,2026-03-05,1,Wrong Part,182.19,1,2.06
RET0018343,TXN00466749,SKU00305,CUST0044,2024-02-28,1,Wrong Part,209.29,0,3.64
RET0018344,TXN00727973,SKU00490,CUST0187,2024-08-21,1,Defective,195.02,0,3.16
RET0018345,TXN00486636,SKU00321,CUST0070,2023-07-03,2,Overstock,141.16,1,5.69
RET0018346,TXN00349917,SKU00219,CUST0048,2023-10-04,1,Wrong Part,101.74,1,5.03
RET0018347,TXN00438348,SKU00279,CUST0037,2025-07-20,3,Wrong Part,49.17,1,13.81
RET0018348,TXN00736258,SKU00496,CUST0026,2026-03-02,2,Wrong Part,482.96,0,4.23
RET0018349,TXN00563571,SKU00383,CUST0128,2026-03-06,2,Wrong Part,156.72,0,6.4
RET0018350,TXN00326002,SKU00202,CUST0098,2023-06-29,2,Wrong Part,1089.2,1,3.7
RET0018351,TXN00290601,SKU00179,CUST0084,2024-08-21,1,Duplicate Order,113.15,1,5.68
RET0018352,TXN00023248,SKU00009,CUST0006,2025-02-07,1,Wrong Part,484.96,1,1.56
RET0018353,TXN00432528,SKU00277,CUST0162,2025-01-31,3,Defective,55.35,0,13.41
RET0018354,TXN00419161,SKU00266,CUST0031,2024-01-21,1,Defective,36.65,0,4.92
RET0018355,TXN00052538,SKU00023,CUST0030,2024-03-08,2,Defective,413.46,0,8.82
RET0018356,TXN00075840,SKU00038,CUST0077,2026-03-04,2,Wrong Part,219.46,0,11.21
RET0018357,TXN00221022,SKU00128,CUST0172,2025-05-31,3,Damaged in Transit,83.4,0,5.75
RET0018358,TXN00693923,SKU00463,CUST0163,2024-06-22,1,Wrong Part,68.46,0,2.87
RET0018359,TXN00053996,SKU00024,CUST0172,2023-10-05,1,Overstock,71.39,1,1.58
RET0018360,TXN00705287,SKU00472,CUST0060,2024-06-16,2,Wrong Part,173.72,1,4.82
RET0018361,TXN00235768,SKU00144,CUST0133,2023-11-10,1,Overstock,90.13,1,4.45
RET0018362,TXN00311724,SKU00194,CUST0115,2024-05-09,3,Overstock,146.46,1,14.9
RET0018363,TXN00071369,SKU00036,CUST0013,2025-05-31,2,Duplicate Order,93.28,1,4.73
RET0018364,TXN00313660,SKU00194,CUST0098,2025-11-07,1,Wrong Part,46.25,0,3.72
RET0018365,TXN00447510,SKU00286,CUST0098,2023-12-11,1,Defective,183.04,0,3.0
RET0018366,TXN00122271,SKU00067,CUST0157,2023-11-26,2,Wrong Part,864.18,0,3.28
RET0018367,TXN00578951,SKU00392,CUST0186,2025-06-30,1,Defective,163.97,0,5.06
RET0018368,TXN00070429,SKU00036,CUST0149,2023-11-22,1,Damaged in Transit,49.09,0,2.4
RET0018369,TXN00329314,SKU00203,CUST0029,2025-07-16,1,Damaged in Transit,219.97,0,2.94
RET0018370,TXN00697680,SKU00465,CUST0162,2025-05-06,1,Wrong Part,276.42,0,5.73
RET0018371,TXN00419912,SKU00267,CUST0187,2025-09-19,1,Duplicate Order,143.96,1,1.61
RET0018372,TXN00462643,SKU00300,CUST0055,2025-05-11,1,Defective,66.47,0,2.51
RET0018373,TXN00025113,SKU00010,CUST0013,2023-07-17,2,Defective,862.58,0,8.75
RET0018374,TXN00069408,SKU00035,CUST0163,2025-11-29,1,Wrong Part,93.34,0,4.9
RET0018375,TXN00027004,SKU00011,CUST0098,2024-01-22,1,Damaged in Transit,21.91,0,2.76
RET0018376,TXN00178336,SKU00097,CUST0032,2025-05-19,2,Wrong Part,12.98,0,9.97
RET0018377,TXN00192269,SKU00109,CUST0063,2025-09-13,1,Duplicate Order,62.7,1,5.51
RET0018378,TXN00608140,SKU00415,CUST0128,2024-04-20,1,Wrong Part,195.14,1,1.73
RET0018379,TXN00598777,SKU00409,CUST0035,2024-06-28,3,Wrong Part,206.79,0,7.6
RET0018380,TXN00149515,SKU00081,CUST0146,2026-05-07,3,Defective,520.5,0,12.68
RET0018381,TXN00159619,SKU00085,CUST0013,2023-10-02,1,Wrong Part,59.19,1,2.21
RET0018382,TXN00706505,SKU00472,CUST0013,2025-05-12,2,Defective,130.28,0,6.78
RET0018383,TXN00556561,SKU00381,CUST0044,2025-03-25,3,Defective,97.56,0,4.62
RET0018384,TXN00388894,SKU00247,CUST0010,2025-09-07,2,Wrong Part,208.66,1,8.83
RET0018385,TXN00365751,SKU00230,CUST0098,2024-11-23,1,Overstock,121.88,1,3.6
RET0018386,TXN00391281,SKU00248,CUST0098,2025-02-12,1,Defective,230.22,0,3.28
RET0018387,TXN00088464,SKU00042,CUST0172,2025-05-09,2,Wrong Part,416.78,1,9.98
RET0018388,TXN00404543,SKU00256,CUST0194,2025-11-12,2,Damaged in Transit,314.28,0,8.41
RET0018389,TXN00608203,SKU00415,CUST0044,2024-05-09,1,Defective,164.33,0,4.39
RET0018390,TXN00280582,SKU00173,CUST0004,2026-05-06,1,Duplicate Order,396.77,1,4.49
RET0018391,TXN00722202,SKU00483,CUST0098,2025-10-14,2,Overstock,229.1,1,7.76
RET0018392,TXN00118276,SKU00062,CUST0113,2024-08-05,1,Overstock,38.03,1,5.01
RET0018393,TXN00372995,SKU00238,CUST0192,2024-11-24,3,Duplicate Order,934.17,1,13.51
RET0018394,TXN00711377,SKU00477,CUST0083,2025-08-29,1,Duplicate Order,138.22,1,1.78
RET0018395,TXN00296946,SKU00184,CUST0018,2023-11-15,1,Overstock,484.36,1,3.93
RET0018396,TXN00055612,SKU00025,CUST0163,2026-02-14,1,Wrong Part,40.05,1,5.16
RET0018397,TXN00146972,SKU00081,CUST0060,2024-08-10,2,Wrong Part,393.26,0,8.96
RET0018398,TXN00524541,SKU00350,CUST0085,2024-11-23,3,Wrong Part,510.15,1,17.1
RET0018399,TXN00460580,SKU00296,CUST0098,2024-07-04,1,Duplicate Order,88.42,1,4.14
RET0018400,TXN00732151,SKU00494,CUST0059,2026-05-24,1,Wrong Part,447.21,0,5.64
RET0018401,TXN00700049,SKU00467,CUST0180,2024-02-13,1,Wrong Part,7.31,1,2.79
RET0018402,TXN00105065,SKU00048,CUST0089,2025-06-30,2,Overstock,425.4,1,6.79
RET0018403,TXN00261559,SKU00162,CUST0120,2025-12-29,2,Defective,165.66,0,6.76
RET0018404,TXN00186021,SKU00102,CUST0124,2025-12-28,2,Overstock,301.92,1,3.4
RET0018405,TXN00078110,SKU00039,CUST0148,2024-12-07,2,Wrong Part,28.02,1,8.9
RET0018406,TXN00122326,SKU00067,CUST0059,2023-12-18,2,Wrong Part,1016.68,0,11.66
RET0018407,TXN00232564,SKU00141,CUST0098,2024-09-07,1,Wrong Part,459.47,0,5.12
RET0018408,TXN00422603,SKU00272,CUST0098,2024-06-07,2,Duplicate Order,184.24,1,3.26
RET0018409,TXN00039422,SKU00017,CUST0198,2024-08-14,3,Wrong Part,170.79,1,5.81
RET0018410,TXN00325585,SKU00201,CUST0026,2026-03-01,3,Damaged in Transit,529.35,0,13.06
RET0018411,TXN00645264,SKU00435,CUST0150,2023-10-11,3,Duplicate Order,181.32,1,15.07
RET0018412,TXN00298961,SKU00184,CUST0172,2025-08-19,1,Overstock,484.36,1,4.41
RET0018413,TXN00337965,SKU00212,CUST0048,2025-06-22,3,Damaged in Transit,505.83,0,11.07
RET0018414,TXN00377555,SKU00240,CUST0021,2023-11-17,2,Wrong Part,676.86,1,3.01
RET0018415,TXN00658345,SKU00441,CUST0039,2025-10-06,1,Overstock,235.43,1,4.45
RET0018416,TXN00363269,SKU00229,CUST0172,2026-03-31,3,Wrong Part,70.62,1,9.1
RET0018417,TXN00565418,SKU00384,CUST0130,2025-08-25,1,Wrong Part,226.09,1,2.16
RET0018418,TXN00144955,SKU00080,CUST0031,2025-10-02,1,Wrong Part,304.84,1,4.11
RET0018419,TXN00415146,SKU00264,CUST0172,2024-10-22,3,Overstock,1205.91,1,10.67
RET0018420,TXN00675587,SKU00456,CUST0038,2025-09-23,2,Defective,805.76,0,7.25
RET0018421,TXN00010214,SKU00003,CUST0053,2026-05-10,2,Defective,150.2,0,11.16
RET0018422,TXN00181900,SKU00102,CUST0060,2023-08-09,2,Wrong Part,301.92,1,9.01
RET0018423,TXN00063941,SKU00032,CUST0018,2026-01-13,3,Wrong Part,177.09,1,9.79
RET0018424,TXN00043114,SKU00018,CUST0109,2023-12-26,2,Defective,650.78,0,4.6
RET0018425,TXN00482709,SKU00317,CUST0004,2024-07-29,2,Overstock,496.16,1,11.82
RET0018426,TXN00113993,SKU00056,CUST0114,2024-12-13,2,Wrong Part,51.74,0,9.21
RET0018427,TXN00030422,SKU00012,CUST0031,2025-10-07,2,Overstock,155.12,1,9.74
RET0018428,TXN00505146,SKU00330,CUST0083,2025-05-17,1,Duplicate Order,67.02,1,5.51
RET0018429,TXN00593383,SKU00400,CUST0039,2026-01-10,2,Damaged in Transit,31.0,0,3.03
RET0018430,TXN00628539,SKU00430,CUST0108,2023-07-25,3,Defective,919.83,0,13.88
RET0018431,TXN00077255,SKU00039,CUST0151,2024-03-18,2,Overstock,29.58,1,3.72
RET0018432,TXN00086866,SKU00042,CUST0001,2024-04-26,1,Wrong Part,187.55,1,5.78
RET0018433,TXN00630414,SKU00430,CUST0048,2025-04-05,2,Wrong Part,681.36,1,8.3
RET0018434,TXN00028368,SKU00011,CUST0013,2024-11-27,3,Wrong Part,62.25,0,14.36
RET0018435,TXN00457332,SKU00295,CUST0109,2024-02-21,2,Overstock,782.42,1,3.61
RET0018436,TXN00627302,SKU00429,CUST0083,2025-07-01,3,Wrong Part,544.92,0,9.42
RET0018437,TXN00445608,SKU00283,CUST0010,2025-03-01,2,Wrong Part,226.84,1,5.89
RET0018438,TXN00228486,SKU00135,CUST0110,2025-03-13,2,Overstock,179.8,1,4.49
RET0018439,TXN00301343,SKU00185,CUST0192,2025-06-17,2,Wrong Part,223.28,1,11.09
RET0018440,TXN00733405,SKU00496,CUST0029,2024-02-28,3,Defective,615.78,0,11.74
RET0018441,TXN00010544,SKU00004,CUST0031,2023-09-05,2,Wrong Part,80.2,1,9.81
RET0018442,TXN00049690,SKU00020,CUST0037,2026-02-19,2,Defective,151.8,0,3.83
RET0018443,TXN00584510,SKU00395,CUST0190,2025-02-26,2,Wrong Part,688.16,0,10.31
RET0018444,TXN00331658,SKU00207,CUST0172,2023-08-15,3,Overstock,285.21,1,15.2
RET0018445,TXN00062233,SKU00031,CUST0161,2024-05-02,2,Wrong Part,367.44,0,5.23
RET0018446,TXN00688341,SKU00460,CUST0198,2025-06-29,2,Wrong Part,299.52,1,10.09
RET0018447,TXN00683162,SKU00459,CUST0044,2024-09-28,1,Overstock,117.34,1,2.8
RET0018448,TXN00146265,SKU00081,CUST0120,2024-04-23,1,Wrong Part,231.33,1,2.68
RET0018449,TXN00030678,SKU00013,CUST0043,2023-09-06,2,Duplicate Order,84.94,1,7.09
RET0018450,TXN00025178,SKU00010,CUST0067,2023-09-26,1,Wrong Part,479.21,1,1.99
RET0018451,TXN00313160,SKU00194,CUST0075,2025-07-27,2,Damaged in Transit,87.36,0,7.65
RET0018452,TXN00547380,SKU00376,CUST0098,2026-02-24,2,Overstock,252.16,1,7.37
RET0018453,TXN00311198,SKU00194,CUST0007,2024-01-09,2,Wrong Part,102.78,1,9.22
RET0018454,TXN00227944,SKU00135,CUST0103,2023-10-17,1,Damaged in Transit,100.47,0,4.79
RET0018455,TXN00471085,SKU00311,CUST0029,2025-10-21,2,Defective,636.6,0,3.49
RET0018456,TXN00003833,SKU00002,CUST0043,2023-08-06,2,Wrong Part,70.52,1,5.9
RET0018457,TXN00001653,SKU00001,CUST0162,2024-11-04,2,Wrong Part,95.84,0,3.11
RET0018458,TXN00529412,SKU00356,CUST0126,2025-12-03,1,Duplicate Order,441.17,1,3.0
RET0018459,TXN00491176,SKU00322,CUST0020,2025-02-11,3,Wrong Part,454.23,0,8.88
RET0018460,TXN00288444,SKU00178,CUST0173,2024-10-08,2,Wrong Part,763.96,0,10.01
RET0018461,TXN00062464,SKU00031,CUST0128,2025-05-23,2,Overstock,348.1,1,9.4
RET0018462,TXN00390210,SKU00248,CUST0180,2024-04-28,2,Duplicate Order,484.68,1,11.24
RET0018463,TXN00515275,SKU00342,CUST0001,2026-04-28,1,Wrong Part,42.44,0,4.08
RET0018464,TXN00401885,SKU00256,CUST0067,2023-11-29,2,Defective,314.28,0,4.79
RET0018465,TXN00519755,SKU00345,CUST0075,2025-07-22,2,Wrong Part,609.28,1,10.97
RET0018466,TXN00436964,SKU00279,CUST0109,2024-09-18,1,Defective,17.25,0,4.57
RET0018467,TXN00038867,SKU00017,CUST0109,2024-07-03,2,Wrong Part,107.54,0,6.76
RET0018468,TXN00387912,SKU00246,CUST0187,2026-06-08,2,Damaged in Transit,608.62,0,9.18
RET0018469,TXN00477886,SKU00316,CUST0030,2024-07-27,2,Damaged in Transit,466.54,0,9.26
RET0018470,TXN00472746,SKU00313,CUST0070,2025-03-24,1,Wrong Part,70.63,1,2.3
RET0018471,TXN00170825,SKU00091,CUST0030,2024-04-03,1,Overstock,82.58,1,4.08
RET0018472,TXN00127069,SKU00070,CUST0020,2024-05-27,1,Defective,93.4,0,4.21
RET0018473,TXN00225338,SKU00132,CUST0029,2023-08-16,3,Wrong Part,212.4,1,6.85
RET0018474,TXN00575220,SKU00388,CUST0172,2025-10-11,1,Defective,216.38,0,2.8
RET0018475,TXN00514464,SKU00341,CUST0172,2025-05-02,3,Defective,114.06,0,8.62
RET0018476,TXN00376539,SKU00239,CUST0056,2025-11-22,2,Overstock,90.84,1,6.34
RET0018477,TXN00283332,SKU00175,CUST0061,2024-07-04,1,Duplicate Order,76.88,1,1.83
RET0018478,TXN00300745,SKU00185,CUST0083,2024-06-12,1,Wrong Part,111.64,1,5.99
RET0018479,TXN00568776,SKU00386,CUST0031,2025-04-14,2,Wrong Part,134.64,0,9.33
RET0018480,TXN00484135,SKU00317,CUST0017,2025-05-01,1,Wrong Part,261.14,1,5.63
RET0018481,TXN00442457,SKU00280,CUST0043,2025-08-05,3,Overstock,209.01,1,4.74
RET0018482,TXN00596886,SKU00408,CUST0053,2023-08-13,2,Defective,97.82,0,9.9
RET0018483,TXN00604954,SKU00413,CUST0109,2025-09-23,2,Wrong Part,76.36,0,8.26
RET0018484,TXN00125075,SKU00069,CUST0108,2024-01-20,1,Overstock,135.62,1,4.39
RET0018485,TXN00626947,SKU00429,CUST0036,2025-03-24,2,Damaged in Transit,326.96,0,8.85
RET0018486,TXN00570031,SKU00386,CUST0172,2026-02-22,2,Wrong Part,127.16,1,9.8
RET0018487,TXN00435746,SKU00278,CUST0043,2026-02-28,1,Wrong Part,12.58,1,2.46
RET0018488,TXN00410043,SKU00261,CUST0025,2025-04-26,1,Duplicate Order,70.27,1,3.36
RET0018489,TXN00400798,SKU00254,CUST0152,2026-01-10,3,Defective,607.5,0,8.1
RET0018490,TXN00050698,SKU00022,CUST0149,2023-12-26,2,Defective,19.84,0,4.31
RET0018491,TXN00177371,SKU00097,CUST0082,2024-08-22,1,Duplicate Order,6.15,1,4.29
RET0018492,TXN00292090,SKU00179,CUST0065,2025-08-25,2,Wrong Part,238.22,0,4.66
RET0018493,TXN00029478,SKU00011,CUST0162,2026-01-25,3,Defective,65.73,0,4.52
RET0018494,TXN00287065,SKU00177,CUST0085,2024-09-02,2,Wrong Part,1254.94,1,3.06
RET0018495,TXN00696239,SKU00465,CUST0046,2024-02-09,1,Wrong Part,248.78,1,2.31
RET0018496,TXN00407128,SKU00260,CUST0021,2026-03-08,2,Overstock,273.16,1,6.28
RET0018497,TXN00152685,SKU00082,CUST0067,2025-03-12,2,Wrong Part,262.1,1,7.81
RET0018498,TXN00533824,SKU00365,CUST0164,2025-03-03,3,Duplicate Order,358.5,1,5.49
RET0018499,TXN00661088,SKU00446,CUST0187,2023-07-17,1,Overstock,215.08,1,2.43
RET0018500,TXN00410028,SKU00261,CUST0172,2025-05-08,1,Wrong Part,62.87,0,1.88
RET0018501,TXN00535541,SKU00366,CUST0187,2025-09-17,1,Duplicate Order,363.59,1,4.44
RET0018502,TXN00486020,SKU00319,CUST0128,2023-10-03,2,Overstock,486.52,1,6.48
RET0018503,TXN00203308,SKU00121,CUST0060,2024-02-02,3,Wrong Part,89.22,0,13.79
RET0018504,TXN00248793,SKU00152,CUST0198,2024-03-18,3,Defective,1089.3,0,16.61
RET0018505,TXN00663505,SKU00446,CUST0030,2025-01-27,3,Overstock,806.55,1,8.97
RET0018506,TXN00204631,SKU00121,CUST0043,2024-12-14,2,Wrong Part,69.98,1,8.14
RET0018507,TXN00538705,SKU00369,CUST0194,2025-04-06,2,Overstock,400.32,1,7.39
RET0018508,TXN00698061,SKU00465,CUST0180,2025-07-28,2,Wrong Part,442.28,1,9.67
RET0018509,TXN00628666,SKU00430,CUST0162,2023-08-31,1,Damaged in Transit,323.65,0,3.51
RET0018510,TXN00185770,SKU00102,CUST0018,2025-11-15,1,Wrong Part,158.91,1,5.04
RET0018511,TXN00258584,SKU00161,CUST0026,2025-04-25,1,Overstock,6.86,1,2.0
RET0018512,TXN00229249,SKU00136,CUST0172,2025-11-08,3,Defective,210.6,0,8.73
RET0018513,TXN00105919,SKU00050,CUST0033,2025-01-08,2,Overstock,19.16,1,5.21
RET0018514,TXN00704428,SKU00472,CUST0114,2023-10-12,1,Defective,86.86,0,5.47
RET0018515,TXN00428285,SKU00274,CUST0103,2026-06-10,2,Damaged in Transit,54.64,0,4.49
RET0018516,TXN00044065,SKU00018,CUST0060,2024-08-25,2,Defective,765.62,0,10.41
RET0018517,TXN00573319,SKU00387,CUST0172,2025-10-13,1,Wrong Part,151.58,1,4.46
RET0018518,TXN00642247,SKU00434,CUST0047,2024-10-05,1,Wrong Part,196.59,0,3.68
RET0018519,TXN00456188,SKU00293,CUST0084,2024-07-18,1,Duplicate Order,240.12,1,2.11
RET0018520,TXN00104570,SKU00047,CUST0120,2026-01-23,1,Wrong Part,316.58,0,1.65
RET0018521,TXN00081777,SKU00040,CUST0185,2024-07-02,3,Wrong Part,1093.92,0,13.66
RET0018522,TXN00634210,SKU00432,CUST0044,2024-11-28,1,Wrong Part,31.48,0,2.41
RET0018523,TXN00679233,SKU00458,CUST0025,2025-03-01,2,Damaged in Transit,23.84,0,6.16
RET0018524,TXN00705519,SKU00472,CUST0031,2024-08-07,1,Overstock,82.52,1,3.37
RET0018525,TXN00282502,SKU00175,CUST0028,2023-11-07,2,Overstock,161.86,1,9.59
RET0018526,TXN00544646,SKU00376,CUST0180,2023-10-30,1,Wrong Part,133.5,0,2.43
RET0018527,TXN00298265,SKU00184,CUST0047,2024-11-01,1,Wrong Part,509.85,1,5.9
RET0018528,TXN00669976,SKU00452,CUST0019,2025-08-30,2,Duplicate Order,509.4,1,7.67
RET0018529,TXN00119951,SKU00064,CUST0090,2023-07-03,2,Overstock,253.62,1,7.46
RET0018530,TXN00737431,SKU00497,CUST0054,2023-10-28,3,Wrong Part,397.29,0,15.79
RET0018531,TXN00017048,SKU00007,CUST0180,2025-08-13,2,Overstock,329.58,1,5.61
RET0018532,TXN00189450,SKU00106,CUST0108,2024-05-09,1,Defective,11.39,0,5.91
RET0018533,TXN00677486,SKU00458,CUST0032,2024-02-07,3,Duplicate Order,31.77,1,6.41
RET0018534,TXN00042747,SKU00018,CUST0031,2023-09-18,2,Wrong Part,650.78,0,8.59
RET0018535,TXN00277992,SKU00170,CUST0156,2026-02-14,1,Defective,74.37,0,4.32
RET0018536,TXN00392268,SKU00248,CUST0095,2025-12-06,2,Wrong Part,436.22,1,9.38
RET0018537,TXN00252760,SKU00157,CUST0018,2024-12-09,2,Wrong Part,323.86,1,3.8
RET0018538,TXN00350368,SKU00219,CUST0162,2024-03-05,1,Overstock,113.72,1,1.63
RET0018539,TXN00081950,SKU00040,CUST0037,2024-07-24,2,Wrong Part,769.8,1,6.98
RET0018540,TXN00114463,SKU00057,CUST0025,2024-01-20,3,Wrong Part,446.82,0,13.1
RET0018541,TXN00531003,SKU00358,CUST0103,2023-10-07,1,Wrong Part,301.47,1,2.42
RET0018542,TXN00721444,SKU00482,CUST0068,2026-04-30,1,Defective,235.29,0,1.95
RET0018543,TXN00409245,SKU00261,CUST0161,2024-10-12,2,Overstock,147.94,1,10.42
RET0018544,TXN00397344,SKU00251,CUST0060,2025-10-21,2,Overstock,654.18,1,11.4
RET0018545,TXN00374911,SKU00239,CUST0013,2024-06-02,2,Overstock,86.3,1,4.83
RET0018546,TXN00211419,SKU00125,CUST0037,2025-05-21,1,Wrong Part,316.34,0,2.03
RET0018547,TXN00497117,SKU00327,CUST0198,2025-01-06,2,Defective,670.1,0,8.38
RET0018548,TXN00559939,SKU00383,CUST0104,2023-11-26,1,Overstock,82.97,1,4.62
RET0018549,TXN00230036,SKU00139,CUST0172,2023-10-02,2,Duplicate Order,162.08,1,4.93
RET0018550,TXN00477331,SKU00316,CUST0048,2024-02-28,3,Defective,594.84,0,17.57
RET0018551,TXN00498374,SKU00328,CUST0166,2024-04-15,1,Duplicate Order,13.07,1,5.99
RET0018552,TXN00676394,SKU00457,CUST0064,2025-08-29,1,Overstock,92.72,1,3.72
RET0018553,TXN00151031,SKU00082,CUST0105,2024-03-14,2,Defective,235.88,0,11.42
RET0018554,TXN00425577,SKU00274,CUST0031,2024-07-10,2,Damaged in Transit,51.76,0,6.78
RET0018555,TXN00625839,SKU00429,CUST0006,2024-06-08,2,Damaged in Transit,363.28,0,6.02
RET0018556,TXN00607700,SKU00415,CUST0047,2024-01-12,3,Wrong Part,492.99,1,10.84
RET0018557,TXN00354679,SKU00221,CUST0055,2024-04-18,2,Defective,194.48,0,8.2
RET0018558,TXN00672546,SKU00454,CUST0158,2025-09-21,2,Overstock,849.76,1,7.12
RET0018559,TXN00500147,SKU00328,CUST0016,2025-07-17,1,Overstock,13.07,1,3.48
RET0018560,TXN00112131,SKU00054,CUST0004,2025-05-23,1,Duplicate Order,33.46,1,5.75
RET0018561,TXN00115133,SKU00057,CUST0143,2025-10-02,2,Duplicate Order,353.72,1,10.93
RET0018562,TXN00409558,SKU00261,CUST0084,2025-01-07,1,Wrong Part,59.18,1,4.15
RET0018563,TXN00080866,SKU00040,CUST0031,2023-12-08,1,Defective,364.64,0,3.3
RET0018564,TXN00720493,SKU00482,CUST0071,2025-09-17,1,Duplicate Order,261.43,1,1.76
RET0018565,TXN00495203,SKU00323,CUST0003,2026-06-28,1,Wrong Part,63.12,0,5.49
RET0018566,TXN00451341,SKU00291,CUST0171,2024-05-12,2,Damaged in Transit,288.94,0,6.82
RET0018567,TXN00411453,SKU00261,CUST0149,2026-04-28,2,Duplicate Order,110.96,1,6.25
RET0018568,TXN00005977,SKU00002,CUST0085,2024-11-13,2,Defective,74.24,0,8.94
RET0018569,TXN00215306,SKU00127,CUST0085,2024-10-17,3,Defective,127.47,0,7.29
RET0018570,TXN00685928,SKU00460,CUST0025,2023-07-05,2,Damaged in Transit,299.52,0,11.68
RET0018571,TXN00692652,SKU00461,CUST0083,2026-03-26,1,Wrong Part,33.34,0,2.27
RET0018572,TXN00211101,SKU00125,CUST0161,2025-03-05,2,Wrong Part,601.04,1,10.09
RET0018573,TXN00612706,SKU00417,CUST0172,2026-01-17,3,Overstock,337.56,1,12.61
RET0018574,TXN00111600,SKU00054,CUST0025,2024-10-26,1,Wrong Part,35.22,0,3.99
RET0018575,TXN00228756,SKU00135,CUST0048,2025-10-03,2,Defective,211.52,0,3.06
RET0018576,TXN00280950,SKU00174,CUST0190,2024-01-29,2,Wrong Part,227.14,0,7.59
RET0018577,TXN00370107,SKU00235,CUST0127,2023-12-21,1,Wrong Part,478.13,1,3.13
RET0018578,TXN00212158,SKU00125,CUST0151,2025-12-08,1,Defective,300.52,0,4.67
RET0018579,TXN00718038,SKU00482,CUST0148,2024-04-10,3,Defective,784.29,0,4.81
RET0018580,TXN00388316,SKU00247,CUST0161,2024-04-04,3,Wrong Part,312.99,0,17.87
RET0018581,TXN00134772,SKU00073,CUST0030,2023-09-21,3,Wrong Part,824.85,0,8.07
RET0018582,TXN00393138,SKU00249,CUST0156,2023-09-27,2,Defective,259.38,0,8.67
RET0018583,TXN00204115,SKU00121,CUST0018,2024-07-23,2,Damaged in Transit,59.48,0,5.8
RET0018584,TXN00410761,SKU00261,CUST0053,2025-10-26,2,Overstock,140.54,1,10.9
RET0018585,TXN00162540,SKU00087,CUST0180,2024-12-02,3,Defective,893.19,0,5.56
RET0018586,TXN00073243,SKU00038,CUST0128,2024-03-01,3,Wrong Part,311.88,1,9.08
RET0018587,TXN00146762,SKU00081,CUST0129,2024-06-25,1,Wrong Part,219.76,0,5.84
RET0018588,TXN00573761,SKU00387,CUST0030,2026-02-14,2,Wrong Part,272.84,0,11.45
RET0018589,TXN00273567,SKU00169,CUST0180,2023-09-26,1,Overstock,182.34,1,3.25
RET0018590,TXN00018920,SKU00008,CUST0091,2024-07-08,2,Wrong Part,656.9,0,9.42
RET0018591,TXN00474996,SKU00315,CUST0007,2024-05-09,2,Wrong Part,200.4,1,4.1
RET0018592,TXN00597195,SKU00408,CUST0157,2026-04-09,1,Wrong Part,58.08,0,5.05
RET0018593,TXN00425015,SKU00274,CUST0029,2024-02-10,3,Defective,86.28,0,11.93
RET0018594,TXN00492483,SKU00323,CUST0149,2024-03-10,1,Wrong Part,63.12,1,2.42
RET0018595,TXN00286196,SKU00176,CUST0128,2024-05-05,1,Overstock,119.44,1,4.33
RET0018596,TXN00115862,SKU00059,CUST0162,2023-12-03,2,Wrong Part,1119.88,1,6.93
RET0018597,TXN00140826,SKU00074,CUST0131,2025-12-17,2,Wrong Part,195.78,1,11.5
RET0018598,TXN00058810,SKU00029,CUST0143,2023-08-25,1,Defective,128.43,0,3.41
RET0018599,TXN00152308,SKU00082,CUST0062,2024-12-20,1,Defective,131.05,0,2.99
RET0018600,TXN00571582,SKU00387,CUST0003,2024-05-30,3,Wrong Part,432.0,0,7.56
RET0018601,TXN00022755,SKU00009,CUST0083,2024-09-23,1,Wrong Part,570.54,1,5.03
RET0018602,TXN00152534,SKU00082,CUST0034,2025-02-18,1,Duplicate Order,124.5,1,2.43
RET0018603,TXN00655712,SKU00441,CUST0031,2024-03-15,1,Wrong Part,176.57,1,2.36
RET0018604,TXN00448049,SKU00286,CUST0195,2024-11-01,2,Overstock,406.76,1,3.02
RET0018605,TXN00262842,SKU00163,CUST0051,2026-05-12,2,Wrong Part,557.26,1,9.7
