snapshot_id,week_ending,sku_id,units_on_hand,units_on_order,reorder_point,reorder_qty,days_on_hand,inventory_value,stockout_flag
SNP0016584,2026-05-09,SKU00319,53,0,34,23,65.4,9431.88,0
SNP0016585,2026-05-16,SKU00319,51,0,34,23,62.9,9075.96,0
SNP0016586,2026-05-23,SKU00319,37,0,34,23,45.7,6584.52,0
SNP0016587,2026-05-30,SKU00319,15,23,34,23,18.5,2669.4,0
SNP0016588,2025-06-07,SKU00320,32,0,25,22,41.0,6149.44,0
SNP0016589,2025-06-14,SKU00320,37,0,25,22,47.4,7110.29,0
SNP0016590,2025-06-21,SKU00320,0,22,25,22,0.0,0.0,1
SNP0016591,2025-06-28,SKU00320,25,22,25,22,32.0,4804.25,0
SNP0016592,2025-07-05,SKU00320,27,0,25,22,34.6,5188.59,0
SNP0016593,2025-07-12,SKU00320,46,0,25,22,59.0,8839.82,0
SNP0016594,2025-07-19,SKU00320,33,0,25,22,42.3,6341.61,0
SNP0016595,2025-07-26,SKU00320,17,22,25,22,21.8,3266.89,0
SNP0016596,2025-08-02,SKU00320,17,22,25,22,21.8,3266.89,0
SNP0016597,2025-08-09,SKU00320,20,22,25,22,25.6,3843.4,0
SNP0016598,2025-08-16,SKU00320,27,0,25,22,34.6,5188.59,0
SNP0016599,2025-08-23,SKU00320,4,22,25,22,5.1,768.68,0
SNP0016600,2025-08-30,SKU00320,45,0,25,22,57.7,8647.65,0
SNP0016601,2025-09-06,SKU00320,2,22,25,22,2.6,384.34,0
SNP0016602,2025-09-13,SKU00320,26,0,25,22,33.3,4996.42,0
SNP0016603,2025-09-20,SKU00320,18,22,25,22,23.1,3459.06,0
SNP0016604,2025-09-27,SKU00320,5,22,25,22,6.4,960.85,0
SNP0016605,2025-10-04,SKU00320,32,0,25,22,41.0,6149.44,0
SNP0016606,2025-10-11,SKU00320,43,0,25,22,55.1,8263.31,0
SNP0016607,2025-10-18,SKU00320,38,0,25,22,48.7,7302.46,0
SNP0016608,2025-10-25,SKU00320,37,0,25,22,47.4,7110.29,0
SNP0016609,2025-11-01,SKU00320,22,22,25,22,28.2,4227.74,0
SNP0016610,2025-11-08,SKU00320,21,22,25,22,26.9,4035.57,0
SNP0016611,2025-11-15,SKU00320,0,22,25,22,0.0,0.0,1
SNP0016612,2025-11-22,SKU00320,30,0,25,22,38.5,5765.1,0
SNP0016613,2025-11-29,SKU00320,35,0,25,22,44.9,6725.95,0
SNP0016614,2025-12-06,SKU00320,33,0,25,22,42.3,6341.61,0
SNP0016615,2025-12-13,SKU00320,10,22,25,22,12.8,1921.7,0
SNP0016616,2025-12-20,SKU00320,30,0,25,22,38.5,5765.1,0
SNP0016617,2025-12-27,SKU00320,3,22,25,22,3.8,576.51,0
SNP0016618,2026-01-03,SKU00320,6,22,25,22,7.7,1153.02,0
SNP0016619,2026-01-10,SKU00320,24,22,25,22,30.8,4612.08,0
SNP0016620,2026-01-17,SKU00320,14,22,25,22,17.9,2690.38,0
SNP0016621,2026-01-24,SKU00320,9,22,25,22,11.5,1729.53,0
SNP0016622,2026-01-31,SKU00320,25,22,25,22,32.0,4804.25,0
SNP0016623,2026-02-07,SKU00320,41,0,25,22,52.5,7878.97,0
SNP0016624,2026-02-14,SKU00320,16,22,25,22,20.5,3074.72,0
SNP0016625,2026-02-21,SKU00320,18,22,25,22,23.1,3459.06,0
SNP0016626,2026-02-28,SKU00320,28,0,25,22,35.9,5380.76,0
SNP0016627,2026-03-07,SKU00320,7,22,25,22,9.0,1345.19,0
SNP0016628,2026-03-14,SKU00320,15,22,25,22,19.2,2882.55,0
SNP0016629,2026-03-21,SKU00320,47,0,25,22,60.2,9031.99,0
SNP0016630,2026-03-28,SKU00320,3,22,25,22,3.8,576.51,0
SNP0016631,2026-04-04,SKU00320,9,22,25,22,11.5,1729.53,0
SNP0016632,2026-04-11,SKU00320,34,0,25,22,43.6,6533.78,0
SNP0016633,2026-04-18,SKU00320,12,22,25,22,15.4,2306.04,0
SNP0016634,2026-04-25,SKU00320,4,22,25,22,5.1,768.68,0
SNP0016635,2026-05-02,SKU00320,29,0,25,22,37.2,5572.93,0
SNP0016636,2026-05-09,SKU00320,38,0,25,22,48.7,7302.46,0
SNP0016637,2026-05-16,SKU00320,25,22,25,22,32.0,4804.25,0
SNP0016638,2026-05-23,SKU00320,6,22,25,22,7.7,1153.02,0
SNP0016639,2026-05-30,SKU00320,31,0,25,22,39.7,5957.27,0
SNP0016640,2025-06-07,SKU00321,631,0,418,314,56.4,23801.32,0
SNP0016641,2025-06-14,SKU00321,362,314,418,314,32.3,13654.64,0
SNP0016642,2025-06-21,SKU00321,367,314,418,314,32.8,13843.24,0
SNP0016643,2025-06-28,SKU00321,274,314,418,314,24.5,10335.28,0
SNP0016644,2025-07-05,SKU00321,589,0,418,314,52.6,22217.08,0
SNP0016645,2025-07-12,SKU00321,527,0,418,314,47.1,19878.44,0
SNP0016646,2025-07-19,SKU00321,687,0,418,314,61.4,25913.64,0
SNP0016647,2025-07-26,SKU00321,308,314,418,314,27.5,11617.76,0
SNP0016648,2025-08-02,SKU00321,60,314,418,314,5.4,2263.2,0
SNP0016649,2025-08-09,SKU00321,707,0,418,314,63.1,26668.04,0
SNP0016650,2025-08-16,SKU00321,73,314,418,314,6.5,2753.56,0
SNP0016651,2025-08-23,SKU00321,607,0,418,314,54.2,22896.04,0
SNP0016652,2025-08-30,SKU00321,602,0,418,314,53.8,22707.44,0
SNP0016653,2025-09-06,SKU00321,98,314,418,314,8.8,3696.56,0
SNP0016654,2025-09-13,SKU00321,663,0,418,314,59.2,25008.36,0
SNP0016655,2025-09-20,SKU00321,81,314,418,314,7.2,3055.32,0
SNP0016656,2025-09-27,SKU00321,20,314,418,314,1.8,754.4,0
SNP0016657,2025-10-04,SKU00321,240,314,418,314,21.4,9052.8,0
SNP0016658,2025-10-11,SKU00321,486,0,418,314,43.4,18331.92,0
SNP0016659,2025-10-18,SKU00321,642,0,418,314,57.3,24216.24,0
SNP0016660,2025-10-25,SKU00321,555,0,418,314,49.6,20934.6,0
SNP0016661,2025-11-01,SKU00321,599,0,418,314,53.5,22594.28,0
SNP0016662,2025-11-08,SKU00321,485,0,418,314,43.3,18294.2,0
SNP0016663,2025-11-15,SKU00321,319,314,418,314,28.5,12032.68,0
SNP0016664,2025-11-22,SKU00321,469,0,418,314,41.9,17690.68,0
SNP0016665,2025-11-29,SKU00321,622,0,418,314,55.5,23461.84,0
SNP0016666,2025-12-06,SKU00321,117,314,418,314,10.4,4413.24,0
SNP0016667,2025-12-13,SKU00321,3,314,418,314,0.3,113.16,0
SNP0016668,2025-12-20,SKU00321,565,0,418,314,50.5,21311.8,0
SNP0016669,2025-12-27,SKU00321,124,314,418,314,11.1,4677.28,0
SNP0016670,2026-01-03,SKU00321,22,314,418,314,2.0,829.84,0
SNP0016671,2026-01-10,SKU00321,19,314,418,314,1.7,716.68,0
SNP0016672,2026-01-17,SKU00321,564,0,418,314,50.4,21274.08,0
SNP0016673,2026-01-24,SKU00321,182,314,418,314,16.3,6865.04,0
SNP0016674,2026-01-31,SKU00321,223,314,418,314,19.9,8411.56,0
SNP0016675,2026-02-07,SKU00321,166,314,418,314,14.8,6261.52,0
SNP0016676,2026-02-14,SKU00321,553,0,418,314,49.4,20859.16,0
SNP0016677,2026-02-21,SKU00321,481,0,418,314,43.0,18143.32,0
SNP0016678,2026-02-28,SKU00321,575,0,418,314,51.3,21689.0,0
SNP0016679,2026-03-07,SKU00321,176,314,418,314,15.7,6638.72,0
SNP0016680,2026-03-14,SKU00321,464,0,418,314,41.4,17502.08,0
SNP0016681,2026-03-21,SKU00321,231,314,418,314,20.6,8713.32,0
SNP0016682,2026-03-28,SKU00321,547,0,418,314,48.8,20632.84,0
SNP0016683,2026-04-04,SKU00321,706,0,418,314,63.0,26630.32,0
SNP0016684,2026-04-11,SKU00321,150,314,418,314,13.4,5658.0,0
SNP0016685,2026-04-18,SKU00321,591,0,418,314,52.8,22292.52,0
SNP0016686,2026-04-25,SKU00321,710,0,418,314,63.4,26781.2,0
SNP0016687,2026-05-02,SKU00321,55,314,418,314,4.9,2074.6,0
SNP0016688,2026-05-09,SKU00321,65,314,418,314,5.8,2451.8,0
SNP0016689,2026-05-16,SKU00321,452,0,418,314,40.4,17049.44,0
SNP0016690,2026-05-23,SKU00321,630,0,418,314,56.3,23763.6,0
SNP0016691,2026-05-30,SKU00321,262,314,418,314,23.4,9882.64,0
SNP0016692,2025-06-07,SKU00322,154,0,135,72,60.3,14358.96,0
SNP0016693,2025-06-14,SKU00322,122,72,135,72,47.8,11375.28,0
SNP0016694,2025-06-21,SKU00322,129,72,135,72,50.5,12027.96,0
SNP0016695,2025-06-28,SKU00322,127,72,135,72,49.7,11841.48,0
SNP0016696,2025-07-05,SKU00322,52,72,135,72,20.4,4848.48,0
SNP0016697,2025-07-12,SKU00322,98,72,135,72,38.4,9137.52,0
SNP0016698,2025-07-19,SKU00322,154,0,135,72,60.3,14358.96,0
SNP0016699,2025-07-26,SKU00322,124,72,135,72,48.5,11561.76,0
SNP0016700,2025-08-02,SKU00322,29,72,135,72,11.4,2703.96,0
SNP0016701,2025-08-09,SKU00322,122,72,135,72,47.8,11375.28,0
SNP0016702,2025-08-16,SKU00322,202,0,135,72,79.1,18834.48,0
SNP0016703,2025-08-23,SKU00322,57,72,135,72,22.3,5314.68,0
SNP0016704,2025-08-30,SKU00322,51,72,135,72,20.0,4755.24,0
SNP0016705,2025-09-06,SKU00322,126,72,135,72,49.3,11748.24,0
SNP0016706,2025-09-13,SKU00322,152,0,135,72,59.5,14172.48,0
SNP0016707,2025-09-20,SKU00322,13,72,135,72,5.1,1212.12,0
SNP0016708,2025-09-27,SKU00322,188,0,135,72,73.6,17529.12,0
SNP0016709,2025-10-04,SKU00322,65,72,135,72,25.4,6060.6,0
SNP0016710,2025-10-11,SKU00322,61,72,135,72,23.9,5687.64,0
SNP0016711,2025-10-18,SKU00322,136,0,135,72,53.2,12680.64,0
SNP0016712,2025-10-25,SKU00322,84,72,135,72,32.9,7832.16,0
SNP0016713,2025-11-01,SKU00322,102,72,135,72,39.9,9510.48,0
SNP0016714,2025-11-08,SKU00322,84,72,135,72,32.9,7832.16,0
SNP0016715,2025-11-15,SKU00322,59,72,135,72,23.1,5501.16,0
SNP0016716,2025-11-22,SKU00322,15,72,135,72,5.9,1398.6,0
SNP0016717,2025-11-29,SKU00322,136,0,135,72,53.2,12680.64,0
SNP0016718,2025-12-06,SKU00322,61,72,135,72,23.9,5687.64,0
SNP0016719,2025-12-13,SKU00322,201,0,135,72,78.7,18741.24,0
SNP0016720,2025-12-20,SKU00322,2,72,135,72,0.8,186.48,0
SNP0016721,2025-12-27,SKU00322,203,0,135,72,79.5,18927.72,0
SNP0016722,2026-01-03,SKU00322,205,0,135,72,80.2,19114.2,0
SNP0016723,2026-01-10,SKU00322,75,72,135,72,29.4,6993.0,0
SNP0016724,2026-01-17,SKU00322,36,72,135,72,14.1,3356.64,0
SNP0016725,2026-01-24,SKU00322,197,0,135,72,77.1,18368.28,0
SNP0016726,2026-01-31,SKU00322,174,0,135,72,68.1,16223.76,0
SNP0016727,2026-02-07,SKU00322,174,0,135,72,68.1,16223.76,0
SNP0016728,2026-02-14,SKU00322,66,72,135,72,25.8,6153.84,0
SNP0016729,2026-02-21,SKU00322,110,72,135,72,43.1,10256.4,0
SNP0016730,2026-02-28,SKU00322,65,72,135,72,25.4,6060.6,0
SNP0016731,2026-03-07,SKU00322,190,0,135,72,74.4,17715.6,0
SNP0016732,2026-03-14,SKU00322,195,0,135,72,76.3,18181.8,0
SNP0016733,2026-03-21,SKU00322,177,0,135,72,69.3,16503.48,0
SNP0016734,2026-03-28,SKU00322,115,72,135,72,45.0,10722.6,0
SNP0016735,2026-04-04,SKU00322,82,72,135,72,32.1,7645.68,0
SNP0016736,2026-04-11,SKU00322,85,72,135,72,33.3,7925.4,0
SNP0016737,2026-04-18,SKU00322,121,72,135,72,47.4,11282.04,0
SNP0016738,2026-04-25,SKU00322,189,0,135,72,74.0,17622.36,0
SNP0016739,2026-05-02,SKU00322,140,0,135,72,54.8,13053.6,0
SNP0016740,2026-05-09,SKU00322,19,72,135,72,7.4,1771.56,0
SNP0016741,2026-05-16,SKU00322,115,72,135,72,45.0,10722.6,0
SNP0016742,2026-05-23,SKU00322,106,72,135,72,41.5,9883.44,0
SNP0016743,2026-05-30,SKU00322,165,0,135,72,64.6,15384.6,0
SNP0016744,2025-06-07,SKU00323,299,0,225,264,31.8,11589.24,0
SNP0016745,2025-06-14,SKU00323,393,0,225,264,41.8,15232.68,0
SNP0016746,2025-06-21,SKU00323,392,0,225,264,41.7,15193.92,0
SNP0016747,2025-06-28,SKU00323,318,0,225,264,33.8,12325.68,0
SNP0016748,2025-07-05,SKU00323,55,264,225,264,5.9,2131.8,0
SNP0016749,2025-07-12,SKU00323,130,264,225,264,13.8,5038.8,0
SNP0016750,2025-07-19,SKU00323,49,264,225,264,5.2,1899.24,0
SNP0016751,2025-07-26,SKU00323,158,264,225,264,16.8,6124.08,0
SNP0016752,2025-08-02,SKU00323,442,0,225,264,47.0,17131.92,0
SNP0016753,2025-08-09,SKU00323,78,264,225,264,8.3,3023.28,0
SNP0016754,2025-08-16,SKU00323,325,0,225,264,34.6,12597.0,0
SNP0016755,2025-08-23,SKU00323,184,264,225,264,19.6,7131.84,0
SNP0016756,2025-08-30,SKU00323,272,0,225,264,28.9,10542.72,0
SNP0016757,2025-09-06,SKU00323,194,264,225,264,20.6,7519.44,0
SNP0016758,2025-09-13,SKU00323,315,0,225,264,33.5,12209.4,0
SNP0016759,2025-09-20,SKU00323,7,264,225,264,0.7,271.32,0
SNP0016760,2025-09-27,SKU00323,212,264,225,264,22.6,8217.12,0
SNP0016761,2025-10-04,SKU00323,474,0,225,264,50.4,18372.24,0
SNP0016762,2025-10-11,SKU00323,402,0,225,264,42.8,15581.52,0
SNP0016763,2025-10-18,SKU00323,462,0,225,264,49.1,17907.12,0
SNP0016764,2025-10-25,SKU00323,240,0,225,264,25.5,9302.4,0
SNP0016765,2025-11-01,SKU00323,326,0,225,264,34.7,12635.76,0
SNP0016766,2025-11-08,SKU00323,143,264,225,264,15.2,5542.68,0
SNP0016767,2025-11-15,SKU00323,288,0,225,264,30.6,11162.88,0
SNP0016768,2025-11-22,SKU00323,408,0,225,264,43.4,15814.08,0
SNP0016769,2025-11-29,SKU00323,175,264,225,264,18.6,6783.0,0
SNP0016770,2025-12-06,SKU00323,92,264,225,264,9.8,3565.92,0
SNP0016771,2025-12-13,SKU00323,316,0,225,264,33.6,12248.16,0
SNP0016772,2025-12-20,SKU00323,278,0,225,264,29.6,10775.28,0
SNP0016773,2025-12-27,SKU00323,240,0,225,264,25.5,9302.4,0
SNP0016774,2026-01-03,SKU00323,211,264,225,264,22.4,8178.36,0
SNP0016775,2026-01-10,SKU00323,456,0,225,264,48.5,17674.56,0
SNP0016776,2026-01-17,SKU00323,279,0,225,264,29.7,10814.04,0
SNP0016777,2026-01-24,SKU00323,72,264,225,264,7.7,2790.72,0
SNP0016778,2026-01-31,SKU00323,291,0,225,264,31.0,11279.16,0
SNP0016779,2026-02-07,SKU00323,342,0,225,264,36.4,13255.92,0
SNP0016780,2026-02-14,SKU00323,488,0,225,264,51.9,18914.88,0
SNP0016781,2026-02-21,SKU00323,49,264,225,264,5.2,1899.24,0
SNP0016782,2026-02-28,SKU00323,10,264,225,264,1.1,387.6,0
SNP0016783,2026-03-07,SKU00323,213,264,225,264,22.7,8255.88,0
SNP0016784,2026-03-14,SKU00323,486,0,225,264,51.7,18837.36,0
SNP0016785,2026-03-21,SKU00323,481,0,225,264,51.2,18643.56,0
SNP0016786,2026-03-28,SKU00323,386,0,225,264,41.1,14961.36,0
SNP0016787,2026-04-04,SKU00323,478,0,225,264,50.8,18527.28,0
SNP0016788,2026-04-11,SKU00323,307,0,225,264,32.7,11899.32,0
SNP0016789,2026-04-18,SKU00323,448,0,225,264,47.7,17364.48,0
SNP0016790,2026-04-25,SKU00323,167,264,225,264,17.8,6472.92,0
SNP0016791,2026-05-02,SKU00323,273,0,225,264,29.0,10581.48,0
SNP0016792,2026-05-09,SKU00323,79,264,225,264,8.4,3062.04,0
SNP0016793,2026-05-16,SKU00323,89,264,225,264,9.5,3449.64,0
SNP0016794,2026-05-23,SKU00323,289,0,225,264,30.7,11201.64,0
SNP0016795,2026-05-30,SKU00323,299,0,225,264,31.8,11589.24,0
SNP0016796,2025-06-07,SKU00324,5,15,21,15,9.7,448.15,0
SNP0016797,2025-06-14,SKU00324,12,15,21,15,23.4,1075.56,0
SNP0016798,2025-06-21,SKU00324,11,15,21,15,21.4,985.93,0
SNP0016799,2025-06-28,SKU00324,2,15,21,15,3.9,179.26,0
SNP0016800,2025-07-05,SKU00324,18,15,21,15,35.0,1613.34,0
SNP0016801,2025-07-12,SKU00324,23,0,21,15,44.8,2061.49,0
SNP0016802,2025-07-19,SKU00324,7,15,21,15,13.6,627.41,0
SNP0016803,2025-07-26,SKU00324,24,0,21,15,46.7,2151.12,0
SNP0016804,2025-08-02,SKU00324,4,15,21,15,7.8,358.52,0
SNP0016805,2025-08-09,SKU00324,28,0,21,15,54.5,2509.64,0
SNP0016806,2025-08-16,SKU00324,13,15,21,15,25.3,1165.19,0
SNP0016807,2025-08-23,SKU00324,16,15,21,15,31.1,1434.08,0
SNP0016808,2025-08-30,SKU00324,25,0,21,15,48.7,2240.75,0
SNP0016809,2025-09-06,SKU00324,23,0,21,15,44.8,2061.49,0
SNP0016810,2025-09-13,SKU00324,23,0,21,15,44.8,2061.49,0
SNP0016811,2025-09-20,SKU00324,16,15,21,15,31.1,1434.08,0
SNP0016812,2025-09-27,SKU00324,5,15,21,15,9.7,448.15,0
SNP0016813,2025-10-04,SKU00324,30,0,21,15,58.4,2688.9,0
SNP0016814,2025-10-11,SKU00324,23,0,21,15,44.8,2061.49,0
SNP0016815,2025-10-18,SKU00324,8,15,21,15,15.6,717.04,0
SNP0016816,2025-10-25,SKU00324,16,15,21,15,31.1,1434.08,0
SNP0016817,2025-11-01,SKU00324,27,0,21,15,52.6,2420.01,0
SNP0016818,2025-11-08,SKU00324,11,15,21,15,21.4,985.93,0
SNP0016819,2025-11-15,SKU00324,4,15,21,15,7.8,358.52,0
SNP0016820,2025-11-22,SKU00324,3,15,21,15,5.8,268.89,0
SNP0016821,2025-11-29,SKU00324,32,0,21,15,62.3,2868.16,0
SNP0016822,2025-12-06,SKU00324,35,0,21,15,68.1,3137.05,0
SNP0016823,2025-12-13,SKU00324,19,15,21,15,37.0,1702.97,0
SNP0016824,2025-12-20,SKU00324,17,15,21,15,33.1,1523.71,0
SNP0016825,2025-12-27,SKU00324,18,15,21,15,35.0,1613.34,0
SNP0016826,2026-01-03,SKU00324,3,15,21,15,5.8,268.89,0
SNP0016827,2026-01-10,SKU00324,17,15,21,15,33.1,1523.71,0
SNP0016828,2026-01-17,SKU00324,24,0,21,15,46.7,2151.12,0
SNP0016829,2026-01-24,SKU00324,14,15,21,15,27.3,1254.82,0
SNP0016830,2026-01-31,SKU00324,33,0,21,15,64.2,2957.79,0
SNP0016831,2026-02-07,SKU00324,3,15,21,15,5.8,268.89,0
SNP0016832,2026-02-14,SKU00324,20,15,21,15,38.9,1792.6,0
SNP0016833,2026-02-21,SKU00324,23,0,21,15,44.8,2061.49,0
SNP0016834,2026-02-28,SKU00324,30,0,21,15,58.4,2688.9,0
SNP0016835,2026-03-07,SKU00324,33,0,21,15,64.2,2957.79,0
SNP0016836,2026-03-14,SKU00324,3,15,21,15,5.8,268.89,0
SNP0016837,2026-03-21,SKU00324,5,15,21,15,9.7,448.15,0
SNP0016838,2026-03-28,SKU00324,8,15,21,15,15.6,717.04,0
SNP0016839,2026-04-04,SKU00324,28,0,21,15,54.5,2509.64,0
SNP0016840,2026-04-11,SKU00324,24,0,21,15,46.7,2151.12,0
SNP0016841,2026-04-18,SKU00324,20,15,21,15,38.9,1792.6,0
SNP0016842,2026-04-25,SKU00324,16,15,21,15,31.1,1434.08,0
SNP0016843,2026-05-02,SKU00324,14,15,21,15,27.3,1254.82,0
SNP0016844,2026-05-09,SKU00324,32,0,21,15,62.3,2868.16,0
SNP0016845,2026-05-16,SKU00324,26,0,21,15,50.6,2330.38,0
SNP0016846,2026-05-23,SKU00324,3,15,21,15,5.8,268.89,0
SNP0016847,2026-05-30,SKU00324,15,15,21,15,29.2,1344.45,0
SNP0016848,2025-06-07,SKU00325,36,0,33,29,35.1,7739.64,0
SNP0016849,2025-06-14,SKU00325,52,0,33,29,50.7,11179.48,0
SNP0016850,2025-06-21,SKU00325,42,0,33,29,41.0,9029.58,0
SNP0016851,2025-06-28,SKU00325,30,29,33,29,29.3,6449.7,0
SNP0016852,2025-07-05,SKU00325,8,29,33,29,7.8,1719.92,0
SNP0016853,2025-07-12,SKU00325,21,29,33,29,20.5,4514.79,0
SNP0016854,2025-07-19,SKU00325,48,0,33,29,46.8,10319.52,0
SNP0016855,2025-07-26,SKU00325,53,0,33,29,51.7,11394.47,0
SNP0016856,2025-08-02,SKU00325,25,29,33,29,24.4,5374.75,0
SNP0016857,2025-08-09,SKU00325,5,29,33,29,4.9,1074.95,0
SNP0016858,2025-08-16,SKU00325,24,29,33,29,23.4,5159.76,0
SNP0016859,2025-08-23,SKU00325,15,29,33,29,14.6,3224.85,0
SNP0016860,2025-08-30,SKU00325,18,29,33,29,17.6,3869.82,0
SNP0016861,2025-09-06,SKU00325,54,0,33,29,52.7,11609.46,0
SNP0016862,2025-09-13,SKU00325,36,0,33,29,35.1,7739.64,0
SNP0016863,2025-09-20,SKU00325,37,0,33,29,36.1,7954.63,0
SNP0016864,2025-09-27,SKU00325,19,29,33,29,18.5,4084.81,0
SNP0016865,2025-10-04,SKU00325,26,29,33,29,25.4,5589.74,0
SNP0016866,2025-10-11,SKU00325,27,29,33,29,26.3,5804.73,0
SNP0016867,2025-10-18,SKU00325,7,29,33,29,6.8,1504.93,0
SNP0016868,2025-10-25,SKU00325,12,29,33,29,11.7,2579.88,0
SNP0016869,2025-11-01,SKU00325,29,29,33,29,28.3,6234.71,0
SNP0016870,2025-11-08,SKU00325,3,29,33,29,2.9,644.97,0
SNP0016871,2025-11-15,SKU00325,61,0,33,29,59.5,13114.39,0
SNP0016872,2025-11-22,SKU00325,40,0,33,29,39.0,8599.6,0
SNP0016873,2025-11-29,SKU00325,52,0,33,29,50.7,11179.48,0
SNP0016874,2025-12-06,SKU00325,36,0,33,29,35.1,7739.64,0
SNP0016875,2025-12-13,SKU00325,33,29,33,29,32.2,7094.67,0
SNP0016876,2025-12-20,SKU00325,6,29,33,29,5.9,1289.94,0
SNP0016877,2025-12-27,SKU00325,28,29,33,29,27.3,6019.72,0
SNP0016878,2026-01-03,SKU00325,6,29,33,29,5.9,1289.94,0
SNP0016879,2026-01-10,SKU00325,35,0,33,29,34.2,7524.65,0
SNP0016880,2026-01-17,SKU00325,15,29,33,29,14.6,3224.85,0
SNP0016881,2026-01-24,SKU00325,4,29,33,29,3.9,859.96,0
SNP0016882,2026-01-31,SKU00325,39,0,33,29,38.1,8384.61,0
SNP0016883,2026-02-07,SKU00325,58,0,33,29,56.6,12469.42,0
SNP0016884,2026-02-14,SKU00325,14,29,33,29,13.7,3009.86,0
SNP0016885,2026-02-21,SKU00325,11,29,33,29,10.7,2364.89,0
SNP0016886,2026-02-28,SKU00325,60,0,33,29,58.6,12899.4,0
SNP0016887,2026-03-07,SKU00325,23,29,33,29,22.4,4944.77,0
SNP0016888,2026-03-14,SKU00325,34,0,33,29,33.2,7309.66,0
SNP0016889,2026-03-21,SKU00325,26,29,33,29,25.4,5589.74,0
SNP0016890,2026-03-28,SKU00325,11,29,33,29,10.7,2364.89,0
SNP0016891,2026-04-04,SKU00325,34,0,33,29,33.2,7309.66,0
SNP0016892,2026-04-11,SKU00325,45,0,33,29,43.9,9674.55,0
SNP0016893,2026-04-18,SKU00325,60,0,33,29,58.6,12899.4,0
SNP0016894,2026-04-25,SKU00325,8,29,33,29,7.8,1719.92,0
SNP0016895,2026-05-02,SKU00325,25,29,33,29,24.4,5374.75,0
SNP0016896,2026-05-09,SKU00325,18,29,33,29,17.6,3869.82,0
SNP0016897,2026-05-16,SKU00325,18,29,33,29,17.6,3869.82,0
SNP0016898,2026-05-23,SKU00325,58,0,33,29,56.6,12469.42,0
SNP0016899,2026-05-30,SKU00325,58,0,33,29,56.6,12469.42,0
SNP0016900,2025-06-07,SKU00326,10,84,91,84,3.4,149.6,0
SNP0016901,2025-06-14,SKU00326,170,0,91,84,57.2,2543.2,0
SNP0016902,2025-06-21,SKU00326,49,84,91,84,16.5,733.04,0
SNP0016903,2025-06-28,SKU00326,155,0,91,84,52.2,2318.8,0
SNP0016904,2025-07-05,SKU00326,43,84,91,84,14.5,643.28,0
SNP0016905,2025-07-12,SKU00326,66,84,91,84,22.2,987.36,0
SNP0016906,2025-07-19,SKU00326,54,84,91,84,18.2,807.84,0
SNP0016907,2025-07-26,SKU00326,89,84,91,84,30.0,1331.44,0
SNP0016908,2025-08-02,SKU00326,17,84,91,84,5.7,254.32,0
SNP0016909,2025-08-09,SKU00326,131,0,91,84,44.1,1959.76,0
SNP0016910,2025-08-16,SKU00326,66,84,91,84,22.2,987.36,0
SNP0016911,2025-08-23,SKU00326,111,0,91,84,37.4,1660.56,0
SNP0016912,2025-08-30,SKU00326,3,84,91,84,1.0,44.88,0
SNP0016913,2025-09-06,SKU00326,113,0,91,84,38.0,1690.48,0
SNP0016914,2025-09-13,SKU00326,146,0,91,84,49.2,2184.16,0
SNP0016915,2025-09-20,SKU00326,147,0,91,84,49.5,2199.12,0
SNP0016916,2025-09-27,SKU00326,63,84,91,84,21.2,942.48,0
SNP0016917,2025-10-04,SKU00326,33,84,91,84,11.1,493.68,0
SNP0016918,2025-10-11,SKU00326,27,84,91,84,9.1,403.92,0
SNP0016919,2025-10-18,SKU00326,89,84,91,84,30.0,1331.44,0
SNP0016920,2025-10-25,SKU00326,64,84,91,84,21.6,957.44,0
SNP0016921,2025-11-01,SKU00326,64,84,91,84,21.6,957.44,0
SNP0016922,2025-11-08,SKU00326,128,0,91,84,43.1,1914.88,0
SNP0016923,2025-11-15,SKU00326,100,0,91,84,33.7,1496.0,0
SNP0016924,2025-11-22,SKU00326,47,84,91,84,15.8,703.12,0
SNP0016925,2025-11-29,SKU00326,51,84,91,84,17.2,762.96,0
SNP0016926,2025-12-06,SKU00326,129,0,91,84,43.4,1929.84,0
SNP0016927,2025-12-13,SKU00326,121,0,91,84,40.7,1810.16,0
SNP0016928,2025-12-20,SKU00326,32,84,91,84,10.8,478.72,0
SNP0016929,2025-12-27,SKU00326,140,0,91,84,47.1,2094.4,0
SNP0016930,2026-01-03,SKU00326,134,0,91,84,45.1,2004.64,0
SNP0016931,2026-01-10,SKU00326,147,0,91,84,49.5,2199.12,0
SNP0016932,2026-01-17,SKU00326,164,0,91,84,55.2,2453.44,0
SNP0016933,2026-01-24,SKU00326,66,84,91,84,22.2,987.36,0
SNP0016934,2026-01-31,SKU00326,147,0,91,84,49.5,2199.12,0
SNP0016935,2026-02-07,SKU00326,169,0,91,84,56.9,2528.24,0
SNP0016936,2026-02-14,SKU00326,157,0,91,84,52.9,2348.72,0
SNP0016937,2026-02-21,SKU00326,124,0,91,84,41.8,1855.04,0
SNP0016938,2026-02-28,SKU00326,85,84,91,84,28.6,1271.6,0
SNP0016939,2026-03-07,SKU00326,33,84,91,84,11.1,493.68,0
SNP0016940,2026-03-14,SKU00326,112,0,91,84,37.7,1675.52,0
SNP0016941,2026-03-21,SKU00326,99,0,91,84,33.3,1481.04,0
